model,ablation,question_id,meta_info,dss,correct_alpha,correct_beta,correct_gamma,correct_answer,final_alpha,final_beta,final_gamma
qwen25,full,MQ_0301,step2&3,0.7488,False,True,False,B,A,B,A
qwen25,full,MQ_0451,step2&3,0.7488,False,False,False,B,C,A,D
qwen25,full,MQ_0709,step2&3,0.7492,True,True,True,C,C,C,C
qwen25,full,MQ_0682,step2&3,0.7499,False,False,False,D,C,A,C
qwen25,full,MQ_0879,step1,0.7505,False,True,False,A,C,A,B
qwen25,full,MQ_0418,step2&3,0.7507,False,False,False,C,D,D,D
qwen25,full,MQ_0989,step1,0.7509,True,True,False,C,C,C,B
qwen25,full,MQ_0261,step2&3,0.751,True,True,True,C,C,C,C
qwen25,full,MQ_0131,step2&3,0.7521,False,False,False,B,A,A,A
qwen25,full,MQ_0990,step2&3,0.7523,False,True,True,A,D,A,A
qwen25,full,MQ_0388,step1,0.7539,True,True,True,B,B,B,B
qwen25,full,MQ_0251,step1,0.7542,False,True,True,A,B,A,A
qwen25,full,MQ_0586,step2&3,0.7543,False,False,False,A,C,C,C
qwen25,full,MQ_0093,step2&3,0.755,False,False,False,B,C,C,C
qwen25,full,MQ_0540,step2&3,0.7555,False,False,False,A,C,C,C
qwen25,full,MQ_0726,step2&3,0.7564,True,True,False,A,A,A,B
qwen25,full,MQ_0021,step2&3,0.7567,True,True,True,B,B,B,B
qwen25,full,MQ_0305,step2&3,0.757,True,True,True,C,C,C,C
qwen25,full,MQ_0303,step2&3,0.7575,False,True,False,A,C,A,C
qwen25,full,MQ_0333,step2&3,0.7583,False,True,True,C,A,C,C
qwen25,full,MQ_0930,step2&3,0.7589,True,False,False,D,D,B,B
qwen25,full,MQ_0108,step2&3,0.7595,False,True,True,D,A,D,D
qwen25,full,MQ_0629,step2&3,0.7595,False,False,False,D,A,B,A
qwen25,full,MQ_0890,step1,0.7598,False,True,True,D,A,D,D
qwen25,full,MQ_0979,step1,0.7599,False,True,False,D,C,D,C
qwen25,full,MQ_0405,step2&3,0.7605,True,True,True,B,B,B,B
qwen25,full,MQ_0493,step2&3,0.7617,False,False,False,C,A,A,B
qwen25,full,MQ_0771,step2&3,0.7619,False,False,True,C,A,D,C
qwen25,full,MQ_0088,step2&3,0.7621,False,False,False,C,A,A,A
qwen25,full,MQ_0845,step2&3,0.7631,True,False,True,C,C,A,C
qwen25,full,MQ_0778,step2&3,0.7636,True,True,True,A,A,A,A
qwen25,full,MQ_0834,step1,0.7642,False,True,True,C,D,C,C
qwen25,full,MQ_0177,step1,0.7652,True,True,True,C,C,C,C
qwen25,full,MQ_0234,step2&3,0.7653,True,True,True,B,B,B,B
qwen25,full,MQ_0415,step2&3,0.766,False,False,False,C,A,A,A
qwen25,full,MQ_0454,step1,0.7663,True,True,True,B,B,B,B
qwen25,full,MQ_0132,step2&3,0.7665,False,False,False,D,A,C,A
qwen25,full,MQ_0246,step1,0.7674,True,False,False,B,B,A,A
qwen25,full,MQ_0947,step2&3,0.768,False,False,False,B,A,C,C
qwen25,full,MQ_0860,step2&3,0.7686,False,False,False,C,A,A,A
qwen25,full,MQ_0033,step2&3,0.7691,False,True,True,B,A,B,B
qwen25,full,MQ_0184,step2&3,0.7693,True,True,True,B,B,B,B
qwen25,full,MQ_0049,step2&3,0.7706,True,True,True,A,A,A,A
qwen25,full,MQ_0711,step2&3,0.7706,True,True,True,C,C,C,C
qwen25,full,MQ_0271,step2&3,0.7711,True,True,True,A,A,A,A
qwen25,full,MQ_0282,step2&3,0.7716,False,False,False,C,D,D,D
qwen25,full,MQ_0925,step2&3,0.7717,False,True,False,A,C,A,C
qwen25,full,MQ_0694,step2&3,0.7719,True,True,True,C,C,C,C
qwen25,full,MQ_0863,step2&3,0.7729,True,True,True,A,A,A,A
qwen25,full,MQ_0262,step2&3,0.7734,True,True,True,A,A,A,A
qwen25,full,MQ_0230,step2&3,0.7735,False,False,False,B,A,A,A
qwen25,full,MQ_0014,step2&3,0.7736,False,False,False,D,A,A,A
qwen25,full,MQ_0370,step2&3,0.7736,False,True,True,D,C,D,D
qwen25,full,MQ_0130,step2&3,0.774,True,False,False,C,C,A,B
qwen25,full,MQ_0207,step1,0.774,False,False,False,B,C,C,A
qwen25,full,MQ_0658,step2&3,0.7741,False,False,False,D,A,B,A
qwen25,full,MQ_0072,step2&3,0.7743,True,True,True,A,A,A,A
qwen25,full,MQ_0447,step2&3,0.7746,True,True,True,B,B,B,B
qwen25,full,MQ_0632,step2&3,0.7753,False,False,False,A,C,C,D
qwen25,full,MQ_0918,step2&3,0.7754,False,False,False,D,A,A,A
qwen25,full,MQ_0887,step2&3,0.776,True,True,True,C,C,C,C
qwen25,full,MQ_0697,step2&3,0.7761,True,True,True,B,B,B,B
qwen25,full,MQ_0425,step2&3,0.7763,True,True,True,A,A,A,A
qwen25,full,MQ_0391,step1,0.7766,False,False,False,C,D,D,D
qwen25,full,MQ_0010,step1,0.7767,False,True,False,B,A,B,A
qwen25,full,MQ_0006,step2&3,0.7769,True,True,True,C,C,C,C
qwen25,full,MQ_0442,step2&3,0.7769,True,False,False,B,B,C,A
qwen25,full,MQ_0149,step2&3,0.7771,True,False,True,C,C,A,C
qwen25,full,MQ_0213,step2&3,0.7771,True,True,True,D,D,D,D
qwen25,full,MQ_0289,step1,0.7778,False,True,True,C,B,C,C
qwen25,full,MQ_0951,step2&3,0.7778,False,False,False,D,C,C,C
qwen25,full,MQ_0660,step2&3,0.7789,False,False,True,D,C,A,D
qwen25,full,MQ_0382,step1,0.7795,False,True,True,B,A,B,B
qwen25,full,MQ_0970,step1,0.7795,False,False,True,D,C,B,D
qwen25,full,MQ_0277,step1,0.7798,False,False,False,C,A,A,B
qwen25,full,MQ_0576,step2&3,0.7801,True,False,False,D,D,C,C
qwen25,full,MQ_0907,step2&3,0.7806,True,True,True,C,C,C,C
qwen25,full,MQ_0326,step2&3,0.7808,False,False,True,B,C,C,B
qwen25,full,MQ_0565,step1,0.7809,False,False,False,C,B,B,B
qwen25,full,MQ_0659,step1,0.781,True,True,True,B,B,B,B
qwen25,full,MQ_0367,step2&3,0.7815,True,True,True,C,C,C,C
qwen25,full,MQ_0111,step2&3,0.7821,False,True,False,B,A,B,A
qwen25,full,MQ_0183,step2&3,0.7825,False,False,False,A,B,B,B
qwen25,full,MQ_0356,step1,0.7826,True,True,True,B,B,B,B
qwen25,full,MQ_0458,step2&3,0.7829,False,False,True,B,A,C,B
qwen25,full,MQ_0900,step2&3,0.783,False,False,False,D,A,A,A
qwen25,full,MQ_0813,step2&3,0.7833,False,False,False,B,C,C,C
qwen25,full,MQ_0582,step1,0.7837,True,True,True,A,A,A,A
qwen25,full,MQ_0016,step2&3,0.7839,True,False,True,D,D,C,D
qwen25,full,MQ_0882,step2&3,0.7839,True,True,True,A,A,A,A
qwen25,full,MQ_0079,step2&3,0.7841,False,False,False,B,A,A,A
qwen25,full,MQ_0298,step2&3,0.7841,True,False,False,A,A,C,C
qwen25,full,MQ_0114,step2&3,0.7843,True,True,True,C,C,C,C
qwen25,full,MQ_0597,step1,0.7845,False,False,False,D,C,C,A
qwen25,full,MQ_0983,step2&3,0.785,True,False,False,D,D,C,C
qwen25,full,MQ_0067,step2&3,0.7853,True,True,True,B,B,B,B
qwen25,full,MQ_0138,step1,0.7863,False,False,False,C,A,D,A
qwen25,full,MQ_0943,step2&3,0.7867,False,False,False,B,A,D,A
qwen25,full,MQ_0419,step2&3,0.7869,True,False,False,B,B,C,C
qwen25,full,MQ_0084,step1,0.7873,True,True,True,A,A,A,A
qwen25,full,MQ_0976,step2&3,0.7883,False,False,False,A,C,C,C
qwen25,full,MQ_0304,step2&3,0.7887,False,False,False,A,C,B,B
qwen25,full,MQ_0008,step2&3,0.789,False,False,False,B,A,C,C
qwen25,full,MQ_0054,step2&3,0.7897,False,False,False,B,A,A,A
qwen25,full,MQ_0776,step2&3,0.7897,False,False,False,D,A,B,B
qwen25,full,MQ_0475,step1,0.79,False,True,False,D,A,D,A
qwen25,full,MQ_0810,step1,0.7908,True,False,False,A,A,B,B
qwen25,full,MQ_0998,step2&3,0.791,True,False,True,D,D,A,D
qwen25,full,MQ_0122,step2&3,0.7911,False,False,False,A,D,D,C
qwen25,full,MQ_0551,step1,0.7911,False,True,False,B,D,B,A
qwen25,full,MQ_0926,step2&3,0.792,False,False,True,A,B,B,A
qwen25,full,MQ_0233,step2&3,0.7921,False,False,False,A,B,B,B
qwen25,full,MQ_0118,step2&3,0.7924,False,False,False,D,A,A,A
qwen25,full,MQ_0440,step2&3,0.7924,True,True,False,B,B,B,D
qwen25,full,MQ_0208,step2&3,0.7927,False,True,True,D,A,D,D
qwen25,full,MQ_0856,step1,0.7928,False,True,True,A,C,A,A
qwen25,full,MQ_0445,step2&3,0.793,False,False,False,B,C,A,A
qwen25,full,MQ_0779,step1,0.7933,True,True,True,C,C,C,C
qwen25,full,MQ_0379,step2&3,0.7934,False,False,False,D,A,A,A
qwen25,full,MQ_0788,step2&3,0.7938,False,False,True,C,B,B,C
qwen25,full,MQ_0803,step2&3,0.7943,False,False,False,B,C,C,C
qwen25,full,MQ_0544,step2&3,0.7947,False,False,True,A,B,B,A
qwen25,full,MQ_0732,step2&3,0.7952,False,True,False,A,C,A,C
qwen25,full,MQ_0476,step2&3,0.7956,False,True,False,D,A,D,A
qwen25,full,MQ_0929,step1,0.7957,False,False,False,D,A,A,A
qwen25,full,MQ_0817,step2&3,0.7961,False,True,False,D,C,D,C
qwen25,full,MQ_0614,step2&3,0.7966,True,True,False,C,C,C,D
qwen25,full,MQ_0240,step1,0.7968,False,False,False,D,C,C,C
qwen25,full,MQ_0465,step2&3,0.7969,True,True,True,A,A,A,A
qwen25,full,MQ_0774,step2&3,0.7972,False,True,True,B,C,B,B
qwen25,full,MQ_0782,step2&3,0.7973,False,False,False,B,A,A,A
qwen25,full,MQ_0284,step1,0.7974,False,False,False,D,C,A,C
qwen25,full,MQ_0769,step2&3,0.798,False,False,False,D,C,B,A
qwen25,full,MQ_0283,step1,0.7981,True,True,True,C,C,C,C
qwen25,full,MQ_0736,step2&3,0.7986,True,False,False,C,C,A,A
qwen25,full,MQ_0842,step2&3,0.7995,True,True,True,C,C,C,C
qwen25,full,MQ_0630,step2&3,0.7997,True,True,True,B,B,B,B
